document_id,query_id,question_type,parser,embedding_model,chunker_algorithm,chunk_size,overlap,n_chunks,latency_ms,evidence_recall@1,hit@1,full@1,evidence_recall@3,hit@3,full@3,evidence_recall@5,hit@5,full@5,evidence_recall@10,hit@10,full@10,mrr,ndcg@5,ndcg@10,evidence_coverage,n_matched@10,doc_query_key
D1,D1-Q013,list_membership,context_aware,BGE-base,chunk_recursive,128,0,696,10.599136352539062,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.0,0.25,0.20210734650054757,0.20210734650054757,0.3333333333333333,1,D1::D1-Q013
D1,D1-Q014,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,11.08551025390625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q014
D1,D1-Q015,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,10.726690292358398,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q015
D1,D1-Q016,list_membership,context_aware,BGE-base,chunk_recursive,128,0,696,14.048576354980469,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,0.7653606369886217,0.9325210919548239,1.0,3,D1::D1-Q016
D1,D1-Q017,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,11.014699935913086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q017
D1,D1-Q018,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,10.76817512512207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q018
D1,D1-Q019,conditional_exception,context_aware,BGE-base,chunk_recursive,128,0,696,11.472463607788086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q019
D1,D1-Q020,procedural,context_aware,BGE-base,chunk_recursive,128,0,696,11.030435562133789,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q020
D1,D1-Q021,conditional_exception,context_aware,BGE-base,chunk_recursive,128,0,696,11.953592300415039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q021
D1,D1-Q022,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,11.185646057128906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q022
D1,D1-Q023,negation,context_aware,BGE-base,chunk_recursive,128,0,696,11.381149291992188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q023
D1,D1-Q024,conditional_exception,context_aware,BGE-base,chunk_recursive,128,0,696,11.356353759765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q024
D1,D1-Q025,negation,context_aware,BGE-base,chunk_recursive,128,0,696,10.691642761230469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q025
D1,D1-Q026,paraphrase,context_aware,BGE-base,chunk_recursive,128,0,696,10.977983474731445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q026
D1,D1-Q027,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,10.654211044311523,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q027
D1,D1-Q028,conditional_exception,context_aware,BGE-base,chunk_recursive,128,0,696,11.757850646972656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q028
D1,D1-Q029,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,19.414424896240234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q029
D1,D1-Q030,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,17.681360244750977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q030
D1,D1-Q031,negation,context_aware,BGE-base,chunk_recursive,128,0,696,10.96653938293457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q031
D1,D1-Q032,temporal,context_aware,BGE-base,chunk_recursive,128,0,696,10.657548904418945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q032
D1,D1-Q033,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,10.700464248657227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q033
D1,D1-Q034,negation,context_aware,BGE-base,chunk_recursive,128,0,696,10.688304901123047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q034
D1,D1-Q035,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,11.303424835205078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q035
D1,D1-Q036,conditional_exception,context_aware,BGE-base,chunk_recursive,128,0,696,10.735511779785156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q036
D1,D1-Q037,conditional_exception,context_aware,BGE-base,chunk_recursive,128,0,696,10.679483413696289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q037
D1,D1-Q038,negation,context_aware,BGE-base,chunk_recursive,128,0,696,10.861396789550781,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q038
D1,D1-Q039,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,10.621309280395508,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q039
D1,D1-Q040,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,10.791540145874023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q040
D1,D1-Q041,negation,context_aware,BGE-base,chunk_recursive,128,0,696,11.431455612182617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q041
D1,D1-Q042,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,11.220932006835938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q042
D1,D1-Q043,list_membership,context_aware,BGE-base,chunk_recursive,128,0,696,10.658979415893555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.125,0.0,0.31546487678572877,1.0,1,D1::D1-Q043
D1,D1-Q044,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,11.038064956665039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q044
D1,D1-Q045,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,10.872840881347656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q045
D1,D1-Q046,procedural,context_aware,BGE-base,chunk_recursive,128,0,696,10.495424270629883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q046
D1,D1-Q047,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,11.612176895141602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q047
D1,D1-Q048,negation,context_aware,BGE-base,chunk_recursive,128,0,696,11.038780212402344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q048
D1,D1-Q049,procedural,context_aware,BGE-base,chunk_recursive,128,0,696,11.161088943481445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q049
D1,D1-Q050,procedural,context_aware,BGE-base,chunk_recursive,128,0,696,11.47150993347168,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q050
D1,D1-Q051,list_membership,context_aware,BGE-base,chunk_recursive,128,0,696,11.542558670043945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D1::D1-Q051
D1,D1-Q052,negation,context_aware,BGE-base,chunk_recursive,128,0,696,11.195898056030273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q052
D1,D1-Q053,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,11.257171630859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q053
D1,D1-Q054,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,10.747671127319336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q054
D1,D1-Q055,conditional_exception,context_aware,BGE-base,chunk_recursive,128,0,696,12.303829193115234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q055
D1,D1-Q056,procedural,context_aware,BGE-base,chunk_recursive,128,0,696,11.041402816772461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q056
D1,D1-Q057,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,11.062860488891602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q057
D1,D1-Q058,negation,context_aware,BGE-base,chunk_recursive,128,0,696,11.46245002746582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q058
D1,D1-Q059,procedural,context_aware,BGE-base,chunk_recursive,128,0,696,11.31129264831543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q059
D1,D1-Q060,negation,context_aware,BGE-base,chunk_recursive,128,0,696,11.302709579467773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q060
D1,D1-Q061,procedural,context_aware,BGE-base,chunk_recursive,128,0,696,12.756824493408203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q061
D1,D1-Q062,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,11.013984680175781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q062
D1,D1-Q063,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.612964630126953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q063
D1,D1-Q064,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.585546493530273,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1,D1::D1-Q064
D1,D1-Q065,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.87331771850586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.43067655807339306,1.0,1,D1::D1-Q065
D1,D1-Q066,list_membership,context_aware,BGE-base,chunk_recursive,128,0,696,10.503053665161133,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q066
D1,D1-Q067,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.762691497802734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q067
D1,D1-Q068,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.281562805175781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q068
D1,D1-Q069,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.544300079345703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q069
D1,D1-Q070,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.778665542602539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q070
D1,D1-Q071,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.570287704467773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q071
D1,D1-Q072,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.614871978759766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q072
D1,D1-Q073,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.548830032348633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q073
D1,D1-Q074,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.408878326416016,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q074
D1,D1-Q075,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.576009750366211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q075
D1,D1-Q076,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.994434356689453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q076
D1,D1-Q077,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,11.081457138061523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q077
D1,D1-Q078,conditional_exception,context_aware,BGE-base,chunk_recursive,128,0,696,10.799169540405273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q078
D1,D1-Q079,conditional_exception,context_aware,BGE-base,chunk_recursive,128,0,696,10.48135757446289,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.7653606369886217,0.7653606369886217,0.6666666666666666,2,D1::D1-Q079
D1,D1-Q080,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.716915130615234,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6934264036172708,0.6934264036172708,1.0,2,D1::D1-Q080
D1,D1-Q081,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.570287704467773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q081
D1,D1-Q082,procedural,context_aware,BGE-base,chunk_recursive,128,0,696,10.487556457519531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q082
D1,D1-Q083,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.530948638916016,0.5,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546,1.0,2,D1::D1-Q083
D1,D1-Q084,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,10.665178298950195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q084
D1,D1-Q085,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.635614395141602,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.43067655807339306,1.0,1,D1::D1-Q085
D1,D1-Q086,negation,context_aware,BGE-base,chunk_recursive,128,0,696,10.417461395263672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q086
D1,D1-Q087,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.650634765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q087
D1,D1-Q088,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,15.367507934570312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.38685280723454163,0.38685280723454163,1.0,1,D1::D1-Q088
D1,D1-Q089,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,11.798858642578125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q089
D1,D1-Q090,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,12.072086334228516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q090
D1,D1-Q091,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.807514190673828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q091
D1,D1-Q092,procedural,context_aware,BGE-base,chunk_recursive,128,0,696,10.709285736083984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,D1::D1-Q092
D1,D1-Q093,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.44774055480957,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.43067655807339306,1.0,1,D1::D1-Q093
D1,D1-Q094,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,11.012077331542969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q094
D1,D1-Q095,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,11.049509048461914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q095
D1,D1-Q096,negation,context_aware,BGE-base,chunk_recursive,128,0,696,10.75601577758789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q096
D1,D1-Q097,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,10.922670364379883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q097
D1,D1-Q098,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.90860366821289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q098
D1,D1-Q099,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,11.056184768676758,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q099
D1,D1-Q100,exact_fact,context_aware,BGE-base,chunk_recursive,128,0,696,13.434171676635742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q100
D1,D1-Q101,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,11.276006698608398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q101
D1,D1-Q102,negation,context_aware,BGE-base,chunk_recursive,128,0,696,10.999202728271484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q102
D1,D1-Q103,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,11.466503143310547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q103
D1,D1-Q104,negation,context_aware,BGE-base,chunk_recursive,128,0,696,11.313438415527344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q104
D1,D1-Q105,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.520696640014648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q105
D1,D1-Q106,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,13.117551803588867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q106
D1,D1-Q107,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.788202285766602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q107
D1,D1-Q108,numerical,context_aware,BGE-base,chunk_recursive,128,0,696,10.683774948120117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q108
