document_id,query_id,question_type,parser,chunker,dimension,n_chunks,vector_bytes,passage_encode_s,latency_ms,evidence_recall@1,hit@1,full@1,evidence_recall@3,hit@3,full@3,evidence_recall@5,hit@5,full@5,evidence_recall@10,hit@10,full@10,mrr,ndcg@5,ndcg@10,evidence_coverage,n_matched@10,doc_query_key,recall_10
D1,D1-Q053,numerical,normal,advanced,64,175,44800,4.662495374679565,23.257017135620117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q053,1.0
D1,D1-Q054,exact_fact,normal,advanced,64,175,44800,4.662495374679565,22.353410720825195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q054,1.0
D1,D1-Q055,conditional_exception,normal,advanced,64,175,44800,4.662495374679565,22.994518280029297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q055,1.0
D1,D1-Q056,procedural,normal,advanced,64,175,44800,4.662495374679565,23.538827896118164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q056,1.0
D1,D1-Q057,exact_fact,normal,advanced,64,175,44800,4.662495374679565,23.913860321044922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q057,1.0
D1,D1-Q058,negation,normal,advanced,64,175,44800,4.662495374679565,25.882959365844727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q058,1.0
D1,D1-Q059,procedural,normal,advanced,64,175,44800,4.662495374679565,27.03118324279785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.125,0.0,0.31546487678572877,1.0,1,D1::D1-Q059,1.0
D1,D1-Q060,negation,normal,advanced,64,175,44800,4.662495374679565,19.580841064453125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q060,1.0
D1,D1-Q061,procedural,normal,advanced,64,175,44800,4.662495374679565,14.049768447875977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q061,1.0
D1,D1-Q062,numerical,normal,advanced,64,175,44800,4.662495374679565,14.004707336425781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q062,1.0
D1,D1-Q063,numerical,normal,advanced,64,175,44800,4.662495374679565,14.942407608032227,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q063,1.0
D1,D1-Q064,numerical,normal,advanced,64,175,44800,4.662495374679565,14.07480239868164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q064,1.0
D1,D1-Q065,numerical,normal,advanced,64,175,44800,4.662495374679565,14.392852783203125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q065,1.0
D1,D1-Q066,list_membership,normal,advanced,64,175,44800,4.662495374679565,20.335912704467773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q066,1.0
D1,D1-Q067,numerical,normal,advanced,64,175,44800,4.662495374679565,14.380693435668945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q067,1.0
D1,D1-Q068,numerical,normal,advanced,64,175,44800,4.662495374679565,14.758110046386719,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q068,1.0
D1,D1-Q069,numerical,normal,advanced,64,175,44800,4.662495374679565,14.071464538574219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q069,1.0
D1,D1-Q070,numerical,normal,advanced,64,175,44800,4.662495374679565,14.364480972290039,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q070,1.0
D1,D1-Q071,numerical,normal,advanced,64,175,44800,4.662495374679565,14.761686325073242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q071,1.0
D1,D1-Q072,numerical,normal,advanced,64,175,44800,4.662495374679565,14.704227447509766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q072,1.0
D1,D1-Q073,numerical,normal,advanced,64,175,44800,4.662495374679565,14.27316665649414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q073,1.0
D1,D1-Q074,numerical,normal,advanced,64,175,44800,4.662495374679565,14.08076286315918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.125,0.0,0.31546487678572877,1.0,1,D1::D1-Q074,1.0
D1,D1-Q075,numerical,normal,advanced,64,175,44800,4.662495374679565,14.208555221557617,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q075,1.0
D1,D1-Q076,numerical,normal,advanced,64,175,44800,4.662495374679565,14.520883560180664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q076,1.0
D1,D1-Q077,numerical,normal,advanced,64,175,44800,4.662495374679565,14.424800872802734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q077,1.0
D1,D1-Q078,conditional_exception,normal,advanced,64,175,44800,4.662495374679565,24.867534637451172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q078,1.0
D1,D1-Q079,conditional_exception,normal,advanced,64,175,44800,4.662495374679565,18.642187118530273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4078361780682693,1.4078361780682693,1.0,3,D1::D1-Q079,1.0
D1,D1-Q080,numerical,normal,advanced,64,175,44800,4.662495374679565,15.537261962890625,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,D1::D1-Q080,1.0
D1,D1-Q081,numerical,normal,advanced,64,175,44800,4.662495374679565,14.22572135925293,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q081,1.0
D1,D1-Q082,procedural,normal,advanced,64,175,44800,4.662495374679565,13.720512390136719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q082,1.0
D1,D1-Q083,numerical,normal,advanced,64,175,44800,4.662495374679565,14.572858810424805,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.2,0.23719771276929622,0.23719771276929622,0.5,1,D1::D1-Q083,0.5
D1,D1-Q084,exact_fact,normal,advanced,64,175,44800,4.662495374679565,14.004707336425781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q084,1.0
D1,D1-Q085,numerical,normal,advanced,64,175,44800,4.662495374679565,14.888525009155273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q085,1.0
D1,D1-Q086,negation,normal,advanced,64,175,44800,4.662495374679565,13.900279998779297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q086,1.0
D1,D1-Q087,numerical,normal,advanced,64,175,44800,4.662495374679565,14.012336730957031,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q087,1.0
D1,D1-Q088,numerical,normal,advanced,64,175,44800,4.662495374679565,14.014005661010742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q088,1.0
D1,D1-Q089,numerical,normal,advanced,64,175,44800,4.662495374679565,14.194726943969727,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q089,1.0
D1,D1-Q090,numerical,normal,advanced,64,175,44800,4.662495374679565,13.124942779541016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q090,1.0
D1,D1-Q091,numerical,normal,advanced,64,175,44800,4.662495374679565,14.147043228149414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q091,1.0
D1,D1-Q092,procedural,normal,advanced,64,175,44800,4.662495374679565,15.342950820922852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q092,1.0
D1,D1-Q093,numerical,normal,advanced,64,175,44800,4.662495374679565,14.699935913085938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q093,1.0
D1,D1-Q094,exact_fact,normal,advanced,64,175,44800,4.662495374679565,15.169382095336914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1111111111111111,0.0,0.3010299956639812,1.0,1,D1::D1-Q094,1.0
D1,D1-Q095,exact_fact,normal,advanced,64,175,44800,4.662495374679565,13.614416122436523,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0,1,D1::D1-Q095,1.0
D1,D1-Q096,negation,normal,advanced,64,175,44800,4.662495374679565,13.999700546264648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q096,1.0
D1,D1-Q097,exact_fact,normal,advanced,64,175,44800,4.662495374679565,14.377355575561523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q097,1.0
D1,D1-Q098,numerical,normal,advanced,64,175,44800,4.662495374679565,13.823986053466797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q098,1.0
D1,D1-Q099,numerical,normal,advanced,64,175,44800,4.662495374679565,17.185211181640625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q099,1.0
D1,D1-Q100,exact_fact,normal,advanced,64,175,44800,4.662495374679565,14.12820816040039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q100,1.0
D1,D1-Q101,numerical,normal,advanced,64,175,44800,4.662495374679565,13.688087463378906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q101,1.0
D1,D1-Q102,negation,normal,advanced,64,175,44800,4.662495374679565,13.691186904907227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q102,1.0
D1,D1-Q103,numerical,normal,advanced,64,175,44800,4.662495374679565,13.671398162841797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q103,1.0
D1,D1-Q104,negation,normal,advanced,64,175,44800,4.662495374679565,13.699769973754883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q104,1.0
D1,D1-Q105,numerical,normal,advanced,64,175,44800,4.662495374679565,13.886690139770508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q105,1.0
D1,D1-Q106,numerical,normal,advanced,64,175,44800,4.662495374679565,13.880729675292969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,D1::D1-Q106,1.0
